GeneOrder	GroupName	GroupProteinFunction	GeneAccession	GeneLink	GeneProteinFunction	IsolateName	IsolateAccession	isIsolate	GroupNameGood	Fence	GenomeAcc	NcbiIsolateName	GenomeOrder	inNewPoxAlign
9	A7	VETF-L	ADT91126.1	PROT:ADT91126.1	viral early transcription factor large subuni	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
9	A7	VETF-L	AAM13580.1	PROT:AAM13580.1	CPXV139 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
9	A7	VETF-L	ABI99262.1	PROT:ABI99262.1	early transcription factor VETFL	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
9	A7	VETF-L	ATI21207.1	PROT:ATI21207.1	VETF-L	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
9	A7	VETF-L	AAM92414.1	PROT:AAM92414.1	EVM110	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
9	A7	VETF-L	AFH54673.1	PROT:AFH54673.1	viral early transcription factor large subuni	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
9	A7	VETF-L	ASK51304.1	PROT:ASK51304.1	Early transcription factor large subunit (VETF-L)	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
9	A7	VETF-L	AUD40278.1	PROT:AUD40278.1	early transcription factor large subuni	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
9	A7	VETF-L	AAF44515.1	PROT:AAF44515.1	"ORF FPV171 Early transcription factor large subunit, VETF-L"	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
9	A7	VETF-L	YP_001293289.1	PROT:YP_001293289.1	hypothetical protein GTPV_gp094	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
9	A7	VETF-L	ABH08233.1	PROT:ABH08233.1	HSPV127	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
9	A7	VETF-L	AAK85059.1	PROT:AAK85059.1	LSDV098 putative early transcription factor large subuni	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
9	A7	VETF-L	AAC97622.1	PROT:AAC97622.1	"ORF MSV063 putative early transcription factor large subunit homolog VETF-L (vaccinia A7L), similar to GB:X76265"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
9	A7	VETF-L	AAC55238.1	PROT:AAC55238.1	MC110L	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
9	A7	VETF-L	AAX09213.1	PROT:AAX09213.1	MPXV-COP-112	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
9	A7	VETF-L	AAL40576.1	PROT:AAL40576.1	A8L	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
9	A7	VETF-L	AST09317.1	PROT:AST09317.1	early gene transcription factor	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
9	A7	VETF-L	CCU56319.1	PROT:CCU56319.1	VETF-L early transcription factor large	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
9	A7	VETF-L	AAF14984.1	PROT:AAF14984.1	m96L	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
9	A7	VETF-L	AFU77360.1	PROT:AFU77360.1	m96L	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
9	A7	VETF-L	ABJ09019.1	PROT:ABJ09019.1	early transcription factor large subuni	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
9	A7	VETF-L	ABA00600.1	PROT:ABA00600.1	early transcription factor	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
9	A7	VETF-L	AAR98308.1	PROT:AAR98308.1	ORF083 early transcription factor VETFL	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
9	A7	VETF-L	AYN64692.1	PROT:AYN64692.1	putative A7L protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
9	A7	VETF-L	AIZ77334.1	PROT:AIZ77334.1	putative early transcription factor VETFL	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
9	A7	VETF-L	AID46909.1	PROT:AID46909.1	early transcription factor large subunit VETF-L	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
9	A7	VETF-L	AID46678.1	PROT:AID46678.1	early transcription factor large subunit VETF-L	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
9	A7	VETF-L	ADC53985.1	PROT:ADC53985.1	early transcription factor	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
9	A7	VETF-L	ANS71185.1	PROT:ANS71185.1	large subunit viral early transcription factor	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
9	A7	VETF-L	AAF17979.1	PROT:AAF17979.1	gp096L	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
9	A7	VETF-L	AKJ93755.1	PROT:AKJ93755.1	VETF-L	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
9	A7	VETF-L	AKR04229.1	PROT:AKR04229.1	early transcription factor (VETF) large subuni	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
9	A7	VETF-L	AWU47141.1	PROT:AWU47141.1	VETF-large subuni	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
9	A7	VETF-L	ASC55558.1	PROT:ASC55558.1	early transcription factor VETFL-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
9	A7	VETF-L	NP_659670.1	PROT:NP_659670.1	Early transcrition factor VETFl	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
9	A7	VETF-L	AOP31604.1	PROT:AOP31604.1	vetf-l	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
9	A7	VETF-L	CCD83278.1	PROT:CCD83278.1	early transcription factor	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
9	A7	VETF-L	AAL69834.1	PROT:AAL69834.1	SPV095 putative early transcription factor VETFL	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
9	A7	VETF-L	ABD97694.1	PROT:ABD97694.1	82kDa large subunit of early gene transcription factor VETF	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
9	A7	VETF-L	ALA62500.1	PROT:ALA62500.1	early transcription factor large subunit VETF-L	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
9	A7	VETF-L	AAO89405.1	PROT:AAO89405.1	82kDa large subunit of early gene transcription factor VETF	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
9	A7	VETF-L	CAA49052.1	PROT:CAA49052.1	A7L	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
9	A7	VETF-L	CAB54711.1	PROT:CAB54711.1	A8L protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
9	A7	VETF-L	AOP31815.1	PROT:AOP31815.1	vetf-l	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
9	A7	VETF-L	ATI21043.1	PROT:ATI21043.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
9	A7	VETF-L	AAR07454.1	PROT:AAR07454.1	98L	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
9	A7	VETF-L	CAC21336.1	PROT:CAC21336.1	98L protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
9	A7	VETF-L	AEN03697.1	PROT:AEN03697.1	VETFL early gene transcription factor 82kDa large subuni	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
10	D11	NPH-I	CCU55471.1	PROT:CCU55471.1	"ATPase, NPH1"	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
10	D11	NPH-I	AXN74910.1	PROT:AXN74910.1	helicase	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
10	D11	NPH-I	AAG02898.1	PROT:AAG02898.1	AMV192	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
10	D11	NPH-I	BAO49434.1	PROT:BAO49434.1	nucleoside triphosphate phosphohydrolase I	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
10	D11	NPH-I	APG58306.1	PROT:APG58306.1	nucleoside triphosphatase I	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
10	D11	NPH-I	AAR98429.1	PROT:AAR98429.1	transcription termination factor NPH-I	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
10	D11	NPH-I	AAG37591.1	PROT:AAG37591.1	CMP113L	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
10	D11	NPH-I	AAL73821.1	PROT:AAL73821.1	putative NPH-I transcription termination factor	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
10	D11	NPH-I	AAR83420.1	PROT:AAR83420.1	"CNPV074 NPH-I, transcription termination factor"	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
10	D11	NPH-I	CCU55796.1	PROT:CCU55796.1	"ATPase, NPH1"	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
10	D11	NPH-I	CCU56098.1	PROT:CCU56098.1	"ATPase, NPH1"	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
10	D11	NPH-I	ADT91117.1	PROT:ADT91117.1	NPH-I	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
10	D11	NPH-I	AAM13570.1	PROT:AAM13570.1	CPXV128 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
10	D11	NPH-I	ABI99252.1	PROT:ABI99252.1	transcription termination factor NPH-I	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
10	D11	NPH-I	ATI21197.1	PROT:ATI21197.1	ATPase NPH1	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
10	D11	NPH-I	AAM92404.1	PROT:AAM92404.1	EVM100	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
10	D11	NPH-I	AFH54663.1	PROT:AFH54663.1	helicase NPH-I	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
10	D11	NPH-I	ASK51294.1	PROT:ASK51294.1	"ATPase, NPH1"	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
10	D11	NPH-I	AUD40154.1	PROT:AUD40154.1	NPH-1 transcription termination factor	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
10	D11	NPH-I	AAF44396.1	PROT:AAF44396.1	"ORF FPV052 NPH-I, trancription termination factor"	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
10	D11	NPH-I	YP_001293279.1	PROT:YP_001293279.1	hypothetical protein GTPV_gp084	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
10	D11	NPH-I	ABH08223.1	PROT:ABH08223.1	HSPV117	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
10	D11	NPH-I	AAK85049.1	PROT:AAK85049.1	LSDV088 putative transcription termination factor	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
10	D11	NPH-I	AAC97824.1	PROT:AAC97824.1	"ORF MSV053 putative nucleoside triphosphate phosphohydrolase, Choristoneura biennis entomopox virus NPH-1 (vaccinia D11L) homolog, similar to SW:P24486"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
10	D11	NPH-I	AAC55228.1	PROT:AAC55228.1	MC100R	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
10	D11	NPH-I	AAX09203.1	PROT:AAX09203.1	MPXV-COP-102	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
10	D11	NPH-I	AAL40566.1	PROT:AAL40566.1	E11L	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
10	D11	NPH-I	AST09307.1	PROT:AST09307.1	ATPase nucleoside triphosphate phosphohydrolase-I NPH-I	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
10	D11	NPH-I	CCU56420.1	PROT:CCU56420.1	"ATPase, NPH1"	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
10	D11	NPH-I	AAF14974.1	PROT:AAF14974.1	m86L	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
10	D11	NPH-I	AFU77350.1	PROT:AFU77350.1	m86L	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
10	D11	NPH-I	ABJ09009.1	PROT:ABJ09009.1	NPH-1	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
10	D11	NPH-I	ABA00589.1	PROT:ABA00589.1	NPH-1	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
10	D11	NPH-I	AAR98297.1	PROT:AAR98297.1	ORF072 transcription termination factor NPH-I	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
10	D11	NPH-I	AYN64682.1	PROT:AYN64682.1	putative D11L protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
10	D11	NPH-I	AIZ77323.1	PROT:AIZ77323.1	putative transcription termination factor NPH-I	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
10	D11	NPH-I	AID46794.1	PROT:AID46794.1	NPH-1 transcription termination factor	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
10	D11	NPH-I	AID46565.1	PROT:AID46565.1	NPH-1 transcription termination factor	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
10	D11	NPH-I	ADC53973.1	PROT:ADC53973.1	NPH-1	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
10	D11	NPH-I	ANS71175.1	PROT:ANS71175.1	ATPase	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
10	D11	NPH-I	AAF17970.1	PROT:AAF17970.1	gp086L	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
10	D11	NPH-I	AKJ93745.1	PROT:AKJ93745.1	nucleoside triphosphate phosphohydrolase-I	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
10	D11	NPH-I	AKR04262.1	PROT:AKR04262.1	DEAD-like helicases superfamily D11	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
10	D11	NPH-I	AWU47131.1	PROT:AWU47131.1	ATPase	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
10	D11	NPH-I	ASC55568.1	PROT:ASC55568.1	transcription termination factor NPH-I-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
10	D11	NPH-I	NP_659660.1	PROT:NP_659660.1	"NPH-I, transcription termination factor"	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
10	D11	NPH-I	AOP31594.1	PROT:AOP31594.1	ATPase	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
10	D11	NPH-I	CCD83265.1	PROT:CCD83265.1	ATPase/ transcription termination factor	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
10	D11	NPH-I	AAL69824.1	PROT:AAL69824.1	SPV085 putative NPH-I transcription termination factor	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
10	D11	NPH-I	ABD97684.1	PROT:ABD97684.1	ATPase	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
10	D11	NPH-I	ALA62404.1	PROT:ALA62404.1	transcription termination factor NPH-I	Turkeypox virus	KP728110	1	1	=	KP728110.2	TKPV-HU1124/2011	51	Y
10	D11	NPH-I	AAO89395.1	PROT:AAO89395.1	"ATPase, nucleoside triphosphate phosphohydrolase-I, NPH-I"	Vaccinia virus WR	AY243312	1	1	=	AY243312.1	WR (Western Reserve)	52	Y
10	D11	NPH-I	CAA49042.1	PROT:CAA49042.1	N1L	Variola virus major	X69198	1	1	=	X69198.1	"India-1967, ssp. major"	53	Y
10	D11	NPH-I	CAB54701.1	PROT:CAB54701.1	O1L protein	Variola minor virus	Y16780	1	1	=	Y16780.1	Garcia-1966	54	Y
10	D11	NPH-I	AOP31805.1	PROT:AOP31805.1	ATPase	Volepox virus	KU749311	1	1	=	KU749311.1	CA	55	Y
10	D11	NPH-I	ATI21033.1	PROT:ATI21033.1		Western grey kangaroopox virus	MF467280	1	1	=	MF467280.1	Western Australia	56	Y
10	D11	NPH-I	AAR07444.1	PROT:AAR07444.1	88L	Yaba monkey tumor virus	AY386371	1	1	=	AY386371.1	Yaba monkey tumor virus	59	Y
10	D11	NPH-I	CAC21326.1	PROT:CAC21326.1	88L protein	Yaba-like disease virus	AJ293568	1	1	=	AJ293568.1	Yaba-like disease virus	58	Y
10	D11	NPH-I	AEN03686.1	PROT:AEN03686.1	ATPase nucleoside triphosphate phosphohydrolase-I NPH-I	Yokapox virus	HQ849551	1	1	=	HQ849551.1	DakArB 4268	57	Y
11	D12	small capping enzyme	CCU55411.1	PROT:CCU55411.1	mRNA capping enzyme small subuni	Adoxophyes honmai entomopoxvirus 'L'	HF679131	1	1	=	HF679131.1	Tokyo	3	Y
11	D12	small capping enzyme	AXN74911.1	PROT:AXN74911.1	mRNA capping enzyme small subuni	Akhmeta virus	MH607141	1	1	=	MH607141.1	Akhmeta_2013-88	4	Y
11	D12	small capping enzyme	AAG02799.1	PROT:AAG02799.1	AMV093	Amsacta moorei entomopoxvirus	AF250284	1	1	=	AF250284.1	Amsacta moorei entomopoxvirus	5	Y
11	D12	small capping enzyme	BAO49409.1	PROT:BAO49409.1	putative mRNA capping enzyme small subuni	Anomala cuprea entomopoxvirus	AP013055	1	1	=	AP013055.1	CV6M	2	Y
11	D12	small capping enzyme	APG58308.1	PROT:APG58308.1	mRNA-capping enzyme small subuni	BeAn 58058 virus	KY094066	1	1	=	KY094066.1	BeAn58058	7	N
11	D12	small capping enzyme	AAR98431.1	PROT:AAR98431.1	ORF074 mRNA capping enzyme small subuni	Bovine papular stomatitis virus	AY386265	1	1	=	AY386265.1	BV-AR02	6	Y
11	D12	small capping enzyme	AAG37595.1	PROT:AAG37595.1	CMP114L	Camelpox virus CMS	AY009089	1	1	=	AY009089.1	CMS	9	N
11	D12	small capping enzyme	AAL73822.1	PROT:AAL73822.1	mRNA capping enzyme small subuni	Camelpox virus M-96	AF438165	1	1	=	AF438165.1	M-96	8	Y
11	D12	small capping enzyme	AAR83417.1	PROT:AAR83417.1	CNPV071 mRNA capping enzyme small subuni	Canarypox virus	AY318871	1	1	=	AY318871.1	ATCC VR-111	11	Y
11	D12	small capping enzyme	CCU55717.1	PROT:CCU55717.1	mRNA capping enzyme small subuni	Choristoneura biennis entomopoxvirus	HF679132	1	1	=	HF679132.1	Choristoneura biennis entomopoxvirus	10	Y
11	D12	small capping enzyme	CCU56019.1	PROT:CCU56019.1	mRNA capping enzyme small subuni	Choristoneura rosaceana entomopoxvirus 'L'	HF679133	1	1	=	HF679133.1	Choristoneura rosaceana entomopoxvirus 'L'	14	Y
11	D12	small capping enzyme	ADT91118.1	PROT:ADT91118.1	capping enzyme small subuni	Cotia virus SPAn232	HQ647181	1	1	=	HQ647181.2	SPAn232	12	Y
11	D12	small capping enzyme	AAM13571.1	PROT:AAM13571.1	CPXV129 protein	Cowpox virus	AF482758	1	1	=	AF482758.2	Brighton Red	13	Y
11	D12	small capping enzyme	ABI99253.1	PROT:ABI99253.1	MRNA capping enzyme small subuni	Deerpox virus W-848-83	AY689436	1	1	=	AY689436.1	W-848-83	15	Y
11	D12	small capping enzyme	ATI21198.1	PROT:ATI21198.1	mRNA capping enzyme small subuni	Eastern grey kangaroopox virus	MF467281	1	1	=	MF467281.1	Sunshine Coast	18	Y
11	D12	small capping enzyme	AAM92405.1	PROT:AAM92405.1	EVM101	Ectromelia virus	AF012825	1	1	=	AF012825.2	Moscow	16	Y
11	D12	small capping enzyme	AFH54664.1	PROT:AFH54664.1	small capping enzyme	Ectromelia virus ERPV	JQ410350	1	1	=	JQ410350.1	ERPV	17	N
11	D12	small capping enzyme	ASK51295.1	PROT:ASK51295.1	mRNA capping enzyme small subuni	Eptesipox virus	KY747497	1	1	=	KY747497.1	Washington	19	Y
11	D12	small capping enzyme	AUD40153.1	PROT:AUD40153.1	mRNA capping enzyme small subuni	Flamingopox virus FGPVKD09	MF678796	1	1	=	MF678796.1	FGPVKD09	20	Y
11	D12	small capping enzyme	AAF44395.1	PROT:AAF44395.1	"ORF FPV051 mRNA capping enzyme, small subuni"	Fowlpox virus	AF198100	1	1	=	AF198100.1	Fowlpox virus	21	Y
11	D12	small capping enzyme	YP_001293280.1	PROT:YP_001293280.1	hypothetical protein GTPV_gp085	Goatpox virus Pellor	NC_004003.1	1	1	=	NC_004003.1	Pellor	23	Y
11	D12	small capping enzyme	ABH08224.1	PROT:ABH08224.1	HSPV118	Horsepox virus	DQ792504	1	1	=	DQ792504.1	MNR-76	24	Y
11	D12	small capping enzyme	AAK85050.1	PROT:AAK85050.1	LSDV089 mRNA capping enzyme small subuni	Lumpy skin disease virus NI-2490	AF325528	1	1	=	AF325528.1	Neethling 2490	25	Y
11	D12	small capping enzyme	AAC97664.1	PROT:AAC97664.1	"ORF MSV124 putative mRNA capping enzyme small subunit homolog (vaccinia D12L), similar to PIR:S42252"	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	1	1	=	AF063866.1	Tucson	30	Y
11	D12	small capping enzyme	AAC55229.1	PROT:AAC55229.1	MC101L	Molluscum contagiosum virus subtype 1	U60315	1	1	=	U60315.1	Molluscum contagiosum virus subtype 1	26	Y
11	D12	small capping enzyme	AAX09204.1	PROT:AAX09204.1	MPXV-COP-103	monkeypox virus clade IIa strain cOP-58	AY753185	1	1	=	AY753185.1	COP-58	28	Y
11	D12	small capping enzyme	AAL40567.1	PROT:AAL40567.1	E12L	Monkeypox virus clade I strain Zaire-96-I-16	AF380138	1	1	=	AF380138.1	Zaire-96-I-16	29	Y
11	D12	small capping enzyme	AST09308.1	PROT:AST09308.1	mRNA capping enzyme small subuni	Murmansk poxvirus	MF001304	1	1	=	MF001304.1	LEIV-11411	27	Y
11	D12	small capping enzyme	CCU56313.1	PROT:CCU56313.1	mRNA capping enzyme small subuni	Mythimna separata entomopoxvirus 'L'	HF679134	1	1	=	HF679134.1	Mythimna separata entomopoxvirus 'L'	31	Y
11	D12	small capping enzyme	AAF14975.1	PROT:AAF14975.1	m87L	Myxoma virus strain Lausanne	AF170726	1	1	=	AF170726.2	Lausanne	32	Y
11	D12	small capping enzyme	AFU77351.1	PROT:AFU77351.1	m87L	Myxoma virus isolate BRK 897	JX565564	1	1	=	JX565564.1	Aust/Brooklands/1-95	33	N
11	D12	small capping enzyme	ABJ09010.1	PROT:ABJ09010.1	mRNA capping enzyme small subuni	Nile crocodilepox virus	DQ356948	1	1	=	DQ356948.1	Nile crocodilepox virus	34	Y
11	D12	small capping enzyme	ABA00591.1	PROT:ABA00591.1	mRNA capping enzyme	Orf virus strain NZ2	DQ184476	1	1	=	DQ184476.1	NZ2	36	N
11	D12	small capping enzyme	AAR98299.1	PROT:AAR98299.1	ORF074 mRNA capping enzyme small subuni	Orf virus strain OV-SA00	AY386264	1	1	=	AY386264.1	OV-SA00	35	Y
11	D12	small capping enzyme	AYN64683.1	PROT:AYN64683.1	putative D12L protein	Orthopoxvirus Abatino	MH816996	1	1	=	MH816996.1	Abatino	1	Y
11	D12	small capping enzyme	AIZ77325.1	PROT:AIZ77325.1	putative mRNA capping enzyme small subuni	Parapoxvirus red deer/HL953	KM502564	1	1	=	KM502564.1	HL953	42	Y
11	D12	small capping enzyme	AID46793.1	PROT:AID46793.1	mRNA capping enzyme	Penguinpox virus	KJ859677	1	1	=	KJ859677.1	PSan92	39	Y
11	D12	small capping enzyme	AID46564.1	PROT:AID46564.1	mRNA capping enzyme	Pigeonpox virus	KJ801920	1	1	=	KJ801920.1	FeP2	38	Y
11	D12	small capping enzyme	ADC53976.1	PROT:ADC53976.1	mRNA capping enzyme	Pseudocowpox virus	GQ329670	1	1	=	GQ329670.1	VR634	37	Y
11	D12	small capping enzyme	ANS71176.1	PROT:ANS71176.1	small subunit mRNA capping enzyme	Pteropox virus	KU980965	1	1	=	KU980965.1	Australia	40	Y
11	D12	small capping enzyme	AAF17971.1	PROT:AAF17971.1	gp087L	Rabbit fibroma virus	AF170722	1	1	=	AF170722.1	Kasza	43	Y
11	D12	small capping enzyme	AKJ93746.1	PROT:AKJ93746.1	mRNA capping enzyme protein small subuni	Raccoonpox virus	KP143769	1	1	=	KP143769.1	Herman	41	Y
11	D12	small capping enzyme	AKR04264.1	PROT:AKR04264.1	"mRNA capping enzyme, small subuni"	Salmon gill poxvirus	KT159937	1	1	=	KT159937.1	2012-04-F277-L3G	46	Y
11	D12	small capping enzyme	AWU47132.1	PROT:AWU47132.1	mRNA capping enzyme	Sea otter poxvirus	MH427217	1	1	=	MH427217.1	ELK	47	Y
11	D12	small capping enzyme	ASC55566.1	PROT:ASC55566.1	mRNA capping enzyme small subunit-like protein	Seal parapoxvirus	KY382358	1	1	=	KY382358.2	AFK76s1	22	Y
11	D12	small capping enzyme	NP_659661.1	PROT:NP_659661.1	"mRNA capping enzyme, small subuni"	Sheeppox virus	NC_004002.1	1	1	=	NC_004002.1	TU-V02127	44	Y
11	D12	small capping enzyme	AOP31595.1	PROT:AOP31595.1	mRNA capping enzyme small subuni	Skunkpox virus	KU749310	1	1	=	KU749310.1	WA	45	Y
11	D12	small capping enzyme	CCD83269.1	PROT:CCD83269.1	mRNA capping small sub-uni	Squirrelpox virus	HE601899	1	1	=	HE601899.1	Red squirrel UK	48	Y
11	D12	small capping enzyme	AAL69825.1	PROT:AAL69825.1	SPV086 mRNA capping enzyme small subuni	Swinepox virus	AF410153	1	1	=	AF410153.1	17077-99	49	Y
11	D12	small capping enzyme	ABD97685.1	PROT:ABD97685.1	small subunit of mRNA capping enzyme	Taterapox virus	DQ437594	1	1	=	DQ437594.1	Dahomey 1968	50	Y
